visa_type,continent,age,education_level,occupation_category,income_level_usd,has_strong_home_ties,prior_visa_violations,prior_us_travel,documentation_quality,social_media_flag,criminal_background,admin_processing_delay,country_of_origin,approval_status,gender,marital_status,number_of_dependents
F-1,Europe,75,High School,Professor,47598.80041273008,Yes,No,Once,Medium,Clean,No,No,Russia,0,Female,Divorced,2
L-1,Asia,41,High School,Scientist,30028.942065381725,Yes,No,Never,Medium,Clean,No,No,China,1,Female,Single,1
L-1,Africa,48,PhD,Athlete,0.0,Yes,No,Once,High,Clean,No,No,Nigeria,1,Female,Married,1
B-2,North America,76,None,Businessperson,36900.45283037396,Yes,No,Never,Medium,Clean,No,No,Mexico,0,Male,Married,0
F-1,Europe,75,High School,Athlete,21365.24855101001,No,No,Never,High,Clean,No,No,France,0,Male,Single,2
L-1,South America,6,PhD,Athlete,0.0,Yes,No,Never,Low,Clean,No,No,Argentina,1,Female,Married,2
F-1,Africa,39,None,Technician,53731.11874748909,Yes,No,Never,High,Clean,No,Yes,South Africa,1,Female,Single,1
B-2,Asia,6,Bachelor,Technician,0.0,Yes,No,Never,Medium,Negative Content,No,No,Pakistan,1,Female,Single,0
B-1,North America,55,Bachelor,Student,12225.79301393293,Yes,No,Never,Medium,Clean,No,No,Canada,1,Male,Married,0
O-1,Africa,24,High School,Technician,57075.69357670276,Yes,No,Never,Medium,Clean,No,No,South Africa,1,Male,Married,1
O-1,South America,8,PhD,Technician,28003.37126647166,Yes,No,Never,High,Negative Content,No,No,Argentina,1,Male,Married,1
O-1,Europe,64,PhD,Professor,50072.1812214878,Yes,No,Never,High,Clean,No,No,Russia,1,Male,Single,0
L-1,Africa,77,Master,Technician,32578.749379806246,Yes,No,Never,High,Clean,No,No,Nigeria,1,Female,Single,0
F-1,Europe,18,High School,Scientist,44750.491463272585,Yes,No,Never,High,Clean,No,No,Germany,1,Male,Single,0
B-1,Europe,37,Bachelor,Technician,31334.087058078912,Yes,No,Never,High,Clean,No,No,Germany,1,Female,Married,2
B-2,Europe,27,High School,Businessperson,25777.906471589493,Yes,No,Never,Low,Clean,No,No,UK,1,Male,Single,1
TN,Europe,75,PhD,Athlete,37587.548405642956,No,No,Multiple,Medium,Clean,No,No,Germany,0,Male,Married,3
J-1,South America,12,Bachelor,Technician,36568.79367763365,Yes,No,Once,High,Clean,No,Yes,Argentina,1,Male,Single,1
O-1,Europe,47,Master,Scientist,16458.57720005199,Yes,No,Once,Low,Clean,No,No,Russia,1,Male,Single,1
L-1,North America,68,Bachelor,Student,28580.469582830363,Yes,No,Multiple,High,Clean,No,No,Mexico,1,Female,Married,0
TN,South America,50,Master,Professor,37119.59988855099,Yes,No,Never,Low,Clean,No,No,Colombia,1,Female,Single,0
L-1,South America,76,Master,Professor,53185.872008051985,Yes,No,Once,Medium,Clean,No,No,Brazil,1,Male,Single,4
F-1,Asia,5,Bachelor,Student,18502.660753130374,Yes,No,Once,High,Clean,No,No,India,1,Male,Married,1
B-2,Europe,80,Bachelor,Businessperson,33132.972837358,Yes,No,Once,Medium,Clean,No,No,Germany,1,Other,Single,0
O-1,Africa,67,High School,Technician,0.0,No,No,Multiple,Medium,Clean,No,No,Nigeria,0,Female,Single,1
B-2,South America,36,High School,Scientist,35744.68475439754,No,No,Never,High,Clean,No,No,Brazil,1,Female,Single,1
L-1,Asia,2,High School,Athlete,4774.059225493766,Yes,No,Never,Medium,Clean,No,No,Pakistan,1,Male,Single,0
L-1,Africa,71,High School,Technician,79269.55867003665,No,No,Once,High,Clean,No,No,Ghana,0,Male,Married,0
O-1,Africa,73,Bachelor,Technician,40323.03096804803,Yes,No,Never,High,Clean,No,No,Ghana,1,Female,Married,0
O-1,South America,48,High School,Businessperson,36242.30010242754,Yes,No,Once,High,Clean,No,No,Argentina,1,Male,Married,1
F-1,Africa,50,Bachelor,Scientist,11359.187256054844,Yes,No,Once,Medium,Clean,No,Yes,Kenya,1,Female,Single,0
F-1,Europe,11,Master,Technician,18444.277563931366,No,Yes,Once,High,Clean,No,No,France,1,Female,Married,1
J-1,Europe,73,Bachelor,Professor,50147.758048421114,No,No,Once,Low,Clean,No,No,France,0,Female,Single,1
B-1,Africa,14,Bachelor,Businessperson,55042.13768712603,No,No,Multiple,Medium,Negative Content,No,No,South Africa,0,Male,Married,1
F-1,Europe,75,Bachelor,Student,48576.367023850355,Yes,No,Once,Medium,Clean,No,No,Russia,1,Male,Single,0
B-1,Europe,16,High School,Athlete,32645.317326341712,Yes,No,Multiple,Medium,Negative Content,No,No,UK,0,Female,Married,0
L-1,South America,24,Bachelor,Technician,0.0,No,No,Once,Medium,Clean,No,No,Colombia,1,Male,Single,0
J-1,Asia,64,High School,Scientist,44149.49774801961,Yes,No,Never,Medium,Clean,No,No,Pakistan,1,Female,Married,0
J-1,Africa,60,Bachelor,Student,43426.93317885352,No,No,Multiple,Low,Clean,No,No,Nigeria,1,Male,Single,1
TN,Europe,39,Bachelor,Professor,23192.557088308145,Yes,No,Multiple,High,Clean,No,No,UK,1,Male,Married,1
TN,North America,39,Bachelor,Businessperson,0.0,Yes,Yes,Never,High,Clean,No,No,Mexico,1,Male,Married,2
TN,Asia,45,Master,Technician,18725.436422607738,Yes,No,Multiple,High,Clean,No,No,China,1,Female,Single,1
J-1,North America,51,Bachelor,Technician,38803.83969617528,Yes,No,Never,Medium,Clean,No,No,Canada,1,Female,Single,2
B-2,Africa,75,Bachelor,Technician,27173.706620704357,Yes,No,Never,Medium,Clean,No,No,Kenya,1,Other,Single,0
O-1,South America,59,High School,Athlete,25167.454706797762,No,No,Never,High,Clean,No,No,Argentina,1,Male,Married,2
TN,South America,43,Master,Professor,19055.029919771056,Yes,No,Multiple,Medium,Clean,No,No,Colombia,1,Female,Married,1
O-1,Asia,66,Master,Scientist,28606.748826960746,No,No,Never,Medium,Clean,No,No,Pakistan,1,Other,Married,3
L-1,Africa,71,High School,Scientist,25544.683899849566,Yes,No,Multiple,High,Clean,No,No,Kenya,1,Male,Married,2
B-2,Europe,10,Bachelor,Professor,26626.135591412447,Yes,Yes,Once,Medium,Clean,No,No,Germany,1,Male,Single,1
B-2,Africa,49,Bachelor,Professor,36567.94544894888,Yes,No,Never,High,Clean,No,No,Nigeria,1,Female,Married,0
J-1,South America,54,None,Athlete,18995.636054088587,Yes,No,Never,Medium,Clean,No,No,Argentina,1,Other,Single,2
B-2,North America,25,Bachelor,Athlete,62031.27946897301,Yes,No,Never,High,Clean,No,No,Canada,1,Female,Single,2
L-1,Europe,64,Bachelor,Technician,28269.426857541166,Yes,No,Multiple,Medium,Clean,No,No,Germany,1,Other,Married,2
L-1,North America,77,Bachelor,Professor,23869.356743474145,Yes,No,Never,Medium,Clean,No,No,Guatemala,1,Female,Single,0
TN,North America,61,Bachelor,Businessperson,5758.697563969232,Yes,No,Once,High,Clean,No,No,Canada,1,Male,Married,1
B-2,North America,16,Bachelor,Professor,25282.849135700308,No,No,Once,High,Clean,No,No,Canada,1,Male,Married,1
O-1,Europe,40,High School,Scientist,12799.820086904409,Yes,No,Multiple,Medium,Clean,No,No,France,1,Female,Single,0
L-1,South America,36,Bachelor,Athlete,1355.928089222707,Yes,No,Once,High,Negative Content,No,No,Colombia,1,Male,Single,1
O-1,South America,48,High School,Technician,31854.838343607807,Yes,No,Multiple,Low,Clean,No,No,Brazil,1,Male,Married,3
B-1,Asia,8,Bachelor,Scientist,42328.12231161314,No,No,Once,High,Clean,No,No,China,1,Female,Single,3
B-2,North America,19,High School,Technician,22551.10824736133,No,No,Never,Medium,Negative Content,No,No,Mexico,0,Male,Single,0
J-1,North America,13,Master,Technician,26984.676039247413,Yes,No,Multiple,High,Clean,No,No,Canada,1,Female,Single,2
TN,Asia,6,None,Scientist,47333.37487044301,No,No,Never,High,Clean,No,No,China,1,Male,Single,2
J-1,Europe,36,Master,Athlete,47173.417447330256,Yes,No,Multiple,Medium,Clean,No,No,France,1,Other,Married,2
L-1,Asia,46,Master,Student,8963.447821255162,Yes,No,Never,High,Clean,No,No,Pakistan,1,Male,Single,1
L-1,Africa,47,Bachelor,Professor,39373.45612987805,No,No,Never,High,Clean,No,No,South Africa,1,Female,Widowed,1
J-1,Europe,39,Master,Professor,33649.01891794328,Yes,No,Never,Medium,Clean,No,No,UK,1,Female,Single,0
B-1,Africa,66,Master,Student,26038.8365154441,Yes,No,Never,High,Clean,No,No,Ghana,1,Female,Married,0
J-1,Africa,79,Bachelor,Professor,21604.331961678246,Yes,No,Multiple,High,Clean,No,No,Ghana,1,Other,Married,2
B-2,North America,32,Bachelor,Professor,0.0,Yes,Yes,Once,Medium,Clean,No,No,Mexico,1,Female,Single,1
J-1,Europe,73,Bachelor,Scientist,32142.899500793006,No,No,Never,High,Clean,No,No,Germany,1,Male,Widowed,4
F-1,Asia,12,High School,Businessperson,45866.88899478176,Yes,No,Never,High,Clean,No,No,China,1,Male,Single,3
B-1,South America,73,Bachelor,Businessperson,4712.234713844071,No,No,Multiple,High,Clean,No,No,Brazil,1,Male,Married,1
TN,North America,72,High School,Technician,40435.89542180081,Yes,Yes,Never,High,Clean,No,No,Mexico,0,Female,Single,0
B-1,South America,46,Bachelor,Athlete,26194.467725739083,Yes,No,Never,Medium,Clean,No,No,Colombia,1,Female,Single,1
J-1,North America,66,Master,Technician,25245.584910931437,Yes,No,Never,Medium,Clean,No,No,Mexico,1,Female,Single,1
F-1,Africa,13,High School,Professor,17522.05362610755,Yes,No,Once,Medium,Clean,No,No,South Africa,1,Female,Single,2
B-2,South America,79,Master,Athlete,40800.697812128405,Yes,No,Multiple,High,Clean,No,No,Argentina,1,Male,Married,0
J-1,Europe,4,Master,Scientist,14867.34555968142,Yes,No,Once,High,Clean,No,No,Russia,1,Male,Married,0
B-2,Europe,19,Bachelor,Businessperson,44349.11827676009,No,No,Once,Low,Clean,No,No,Germany,1,Male,Single,1
F-1,Europe,16,High School,Professor,21400.18985537846,Yes,No,Never,Medium,Clean,No,No,France,1,Male,Single,2
TN,Europe,44,Bachelor,Athlete,24255.98049670544,No,No,Multiple,High,Clean,No,Yes,France,1,Male,Divorced,1
J-1,North America,78,High School,Athlete,13963.764076591127,Yes,No,Multiple,High,Clean,No,No,Guatemala,1,Male,Married,1
J-1,Europe,63,Master,Scientist,26891.135104982448,Yes,No,Never,High,Clean,No,No,Germany,1,Female,Single,1
B-2,South America,43,PhD,Student,52004.89025574328,Yes,No,Multiple,High,Clean,Yes,Yes,Argentina,1,Male,Married,1
J-1,Africa,10,High School,Athlete,43069.4808991575,Yes,No,Never,Medium,Clean,No,No,South Africa,1,Female,Widowed,1
F-1,South America,67,High School,Athlete,37210.98386235665,Yes,No,Once,Medium,Clean,No,No,Argentina,1,Female,Single,0
J-1,Asia,19,Master,Athlete,19233.907797606276,No,No,Multiple,High,Clean,No,No,Philippines,1,Male,Married,3
TN,Asia,22,Master,Student,53618.639843757206,Yes,No,Never,High,Clean,No,No,Pakistan,1,Male,Single,1
TN,Europe,10,Master,Businessperson,17013.831408518843,Yes,No,Multiple,Medium,Clean,No,No,UK,1,Female,Married,1
L-1,Europe,14,Master,Student,50830.404493419526,Yes,No,Once,High,Clean,No,No,Russia,1,Female,Single,2
F-1,Europe,49,Bachelor,Athlete,31092.23205616001,Yes,No,Never,Medium,Clean,No,No,Russia,1,Male,Single,0
B-1,Asia,62,Bachelor,Businessperson,21823.972815209436,Yes,No,Once,Medium,Clean,No,No,Philippines,1,Female,Divorced,0
B-2,South America,24,High School,Student,72883.17631531123,Yes,No,Never,Low,Clean,No,No,Brazil,1,Male,Single,2
O-1,Europe,54,PhD,Scientist,43948.81852987655,Yes,No,Once,Medium,Clean,No,No,Russia,1,Male,Married,3
O-1,North America,6,High School,Professor,61057.125075345146,Yes,No,Once,Low,Clean,No,No,Guatemala,1,Female,Single,0
F-1,Asia,19,High School,Businessperson,19348.50436668397,Yes,No,Once,Medium,Clean,No,No,China,1,Other,Married,2
O-1,South America,42,High School,Scientist,49513.83125789814,Yes,No,Multiple,High,Clean,No,No,Brazil,1,Male,Married,0
B-1,Asia,62,Bachelor,Technician,14451.28494482221,Yes,No,Multiple,High,Clean,No,No,India,1,Female,Single,1
B-1,North America,66,None,Businessperson,18503.664920473377,Yes,No,Multiple,High,Clean,No,No,Canada,1,Male,Single,1
F-1,North America,27,High School,Businessperson,44265.08772117329,Yes,No,Never,High,Clean,No,No,Guatemala,1,Male,Married,0
B-1,South America,37,High School,Student,21501.23705902411,Yes,No,Never,Medium,Clean,No,No,Brazil,1,Female,Widowed,2
B-1,Africa,33,Master,Businessperson,68423.90297169957,Yes,No,Once,High,Clean,No,No,Nigeria,1,Male,Married,0
O-1,Europe,29,Master,Student,35027.82271133182,Yes,No,Multiple,High,Clean,No,No,Germany,1,Female,Single,0
L-1,North America,74,Bachelor,Student,45908.72863540503,Yes,No,Never,Medium,Clean,No,No,Mexico,1,Female,Single,1
J-1,Africa,37,Master,Technician,26102.056602512053,Yes,Yes,Never,Medium,Clean,No,No,South Africa,1,Other,Married,1
O-1,Europe,24,Bachelor,Technician,42405.191064735634,Yes,No,Never,Medium,Clean,No,No,France,1,Male,Single,1
O-1,Africa,29,None,Businessperson,33816.85954332172,Yes,No,Never,Medium,Clean,No,No,Ghana,1,Female,Married,0
L-1,North America,42,Master,Businessperson,51177.1024123104,Yes,No,Never,Medium,Clean,No,No,Guatemala,1,Male,Married,3
J-1,South America,53,None,Technician,40355.21113109201,No,No,Never,Medium,Clean,No,Yes,Argentina,0,Other,Single,3
B-1,North America,36,Master,Scientist,0.0,Yes,No,Once,High,Clean,No,No,Guatemala,1,Female,Single,3
J-1,North America,10,Bachelor,Athlete,5478.320237512831,Yes,No,Multiple,Medium,Clean,No,No,Guatemala,1,Female,Single,0
TN,Europe,48,Bachelor,Professor,40768.89566769691,Yes,No,Once,Medium,Clean,No,No,France,1,Female,Widowed,0
TN,Asia,9,Bachelor,Professor,0.0,Yes,No,Never,High,Clean,No,No,India,1,Female,Single,2
L-1,South America,51,Bachelor,Student,97447.53406147519,Yes,No,Once,Low,Clean,No,No,Argentina,1,Male,Married,0
B-2,Europe,72,PhD,Businessperson,4488.421993542979,No,No,Multiple,High,Clean,No,No,Germany,1,Male,Married,2
B-2,North America,9,Bachelor,Businessperson,4193.791140637506,Yes,No,Never,Medium,Clean,No,No,Mexico,1,Female,Single,1
J-1,South America,33,Bachelor,Athlete,31719.50105858342,Yes,No,Never,Medium,Clean,No,No,Brazil,1,Female,Married,2
TN,Asia,59,Master,Scientist,16952.60339344296,Yes,No,Multiple,High,Clean,No,No,Pakistan,1,Male,Single,1
B-2,South America,19,PhD,Professor,28951.116298200748,Yes,No,Never,Medium,Clean,No,No,Colombia,1,Male,Married,2
F-1,North America,4,Bachelor,Professor,45042.59314820704,Yes,No,Multiple,Low,Clean,No,No,Guatemala,1,Male,Married,3
B-2,South America,66,Bachelor,Businessperson,44676.69786107729,Yes,No,Once,High,Clean,No,No,Brazil,1,Male,Single,2
J-1,North America,24,High School,Businessperson,2024.7255714319836,Yes,No,Once,Medium,Clean,No,No,Mexico,1,Male,Married,1
B-1,South America,13,Bachelor,Technician,41772.13739126588,Yes,No,Once,Low,Clean,No,No,Colombia,1,Female,Married,2
L-1,South America,0,Master,Student,19962.95057344847,Yes,No,Never,Medium,Clean,No,No,Brazil,1,Female,Single,1
B-2,South America,71,Master,Athlete,25051.24326373584,Yes,No,Once,Medium,Clean,No,No,Argentina,1,Other,Single,3
J-1,Asia,18,Bachelor,Scientist,28668.19352381689,Yes,No,Never,Medium,Clean,No,No,Pakistan,1,Male,Single,2
TN,North America,78,Master,Businessperson,82893.0981938651,Yes,No,Never,Low,Clean,No,No,Guatemala,1,Female,Single,1
L-1,North America,53,Master,Scientist,42129.01148248648,No,No,Never,Medium,Clean,No,No,Guatemala,1,Male,Married,0
F-1,Asia,66,High School,Technician,0.0,Yes,No,Multiple,Medium,Clean,No,No,Pakistan,1,Male,Single,2
B-1,North America,67,High School,Professor,46049.35237305009,Yes,No,Never,Medium,Negative Content,No,No,Mexico,0,Male,Married,1
O-1,Asia,61,High School,Professor,20364.309946900863,No,No,Once,Medium,Clean,No,No,India,0,Female,Single,2
L-1,South America,19,Master,Scientist,6270.711368649681,Yes,No,Never,High,Clean,No,No,Argentina,1,Female,Divorced,0
O-1,Asia,64,Bachelor,Professor,72752.25188637036,Yes,No,Never,Medium,Clean,No,No,Pakistan,1,Male,Divorced,5
TN,Africa,77,PhD,Scientist,25609.575597677747,Yes,No,Once,High,Clean,No,No,Kenya,1,Female,Single,2
L-1,North America,65,High School,Scientist,21081.1717044051,Yes,No,Once,Medium,Clean,No,No,Canada,1,Male,Single,0
J-1,Asia,48,High School,Businessperson,12879.697682144732,Yes,Yes,Never,Low,Clean,No,No,India,0,Female,Single,0
F-1,South America,27,Bachelor,Athlete,48306.250753349246,Yes,No,Never,High,Clean,No,No,Colombia,1,Other,Married,2
TN,Africa,63,PhD,Student,24635.75119900114,Yes,No,Once,Medium,Negative Content,No,No,Nigeria,1,Female,Married,2
B-2,Africa,21,Master,Scientist,66236.56187846544,Yes,No,Never,Medium,Clean,No,No,Kenya,1,Male,Widowed,1
F-1,Asia,51,Bachelor,Technician,35015.530023073945,Yes,No,Once,Medium,Clean,No,Yes,India,1,Male,Widowed,2
B-1,South America,8,High School,Businessperson,37252.93762437233,No,No,Multiple,High,Clean,No,No,Argentina,1,Male,Married,0
O-1,Asia,50,Master,Technician,37208.240324061226,Yes,No,Once,Low,Clean,No,No,India,1,Female,Single,1
B-2,South America,73,Bachelor,Scientist,21196.038224350836,No,No,Multiple,Medium,Clean,No,No,Brazil,0,Male,Married,0
O-1,Africa,22,High School,Student,19456.79319019772,Yes,No,Once,High,Clean,No,No,Kenya,1,Male,Divorced,2
F-1,Africa,25,PhD,Businessperson,0.0,No,No,Once,High,Clean,No,No,Kenya,1,Other,Single,1
B-1,North America,4,Master,Businessperson,26263.541165341892,Yes,No,Multiple,High,Clean,No,No,Mexico,1,Female,Single,3
L-1,South America,15,PhD,Businessperson,11238.680990869216,Yes,Yes,Never,High,Clean,No,No,Colombia,1,Male,Married,1
L-1,South America,11,Master,Scientist,62866.104723428194,Yes,No,Never,Low,Clean,No,No,Argentina,1,Female,Single,1
O-1,North America,66,PhD,Businessperson,45472.48753813488,No,No,Never,Medium,Clean,No,No,Mexico,1,Female,Single,0
O-1,South America,55,None,Technician,22941.708891040595,Yes,No,Never,Medium,Clean,No,No,Colombia,1,Male,Married,2
L-1,Africa,58,Master,Athlete,23111.05764571858,Yes,No,Multiple,High,Clean,No,No,Ghana,1,Male,Single,1
TN,Asia,26,High School,Scientist,32595.09135453516,Yes,No,Never,Medium,Clean,No,No,Pakistan,1,Male,Married,1
O-1,North America,65,Master,Student,30937.234317315233,No,No,Multiple,Medium,Clean,No,No,Mexico,1,Female,Single,1
L-1,Asia,49,Master,Student,30144.39646962862,Yes,No,Once,High,Clean,No,No,Pakistan,1,Male,Single,1
TN,Europe,37,PhD,Student,43153.35266076389,Yes,No,Multiple,High,Clean,No,No,UK,1,Female,Divorced,0
O-1,South America,58,Bachelor,Athlete,3830.8945167149213,Yes,No,Never,High,Clean,No,No,Argentina,1,Female,Married,0
B-2,North America,4,High School,Student,80703.57429872062,Yes,No,Never,Medium,Clean,No,Yes,Canada,1,Male,Married,1
O-1,Europe,76,Bachelor,Athlete,31110.239501991535,Yes,No,Multiple,Medium,Clean,No,No,UK,1,Female,Single,2
L-1,South America,63,High School,Scientist,15461.173977399023,Yes,No,Multiple,High,Clean,No,No,Colombia,1,Female,Single,2
B-2,Asia,28,High School,Athlete,32070.36239761194,Yes,No,Never,High,Clean,No,No,Pakistan,1,Female,Single,1
B-2,Asia,66,High School,Technician,47427.68617894617,Yes,No,Multiple,High,Clean,No,No,India,1,Male,Single,3
F-1,North America,43,None,Businessperson,9634.672513553658,Yes,No,Multiple,Medium,Clean,No,No,Canada,1,Male,Divorced,1
L-1,Asia,2,High School,Professor,79495.29654287567,No,No,Once,Medium,Clean,No,No,Philippines,0,Female,Married,1
TN,Asia,73,Bachelor,Student,37691.85274332277,Yes,No,Never,High,Negative Content,No,No,India,1,Female,Single,0
J-1,South America,68,Master,Technician,35438.51078168297,No,No,Never,Medium,Clean,No,No,Argentina,1,Male,Single,0
O-1,Asia,59,Bachelor,Businessperson,18023.478604703712,Yes,No,Never,Medium,Clean,No,No,Philippines,1,Female,Single,1
L-1,Asia,9,Bachelor,Technician,9128.548279627805,Yes,No,Never,High,Clean,No,No,Philippines,1,Female,Married,1
J-1,North America,49,Master,Scientist,38495.668292474424,Yes,No,Never,High,Clean,No,No,Mexico,1,Male,Single,0
L-1,Europe,10,High School,Athlete,27683.357172391337,Yes,No,Once,High,Clean,No,No,France,1,Male,Divorced,1
B-2,Asia,48,High School,Student,35230.89430297789,No,No,Never,Low,Clean,No,No,India,0,Male,Divorced,0
L-1,Europe,27,Bachelor,Technician,27427.460133251403,No,No,Never,High,Clean,No,No,France,1,Male,Married,0
L-1,North America,53,PhD,Student,0.0,Yes,No,Never,High,Clean,No,No,Guatemala,1,Female,Married,2
TN,Europe,27,High School,Businessperson,10173.360650742368,Yes,No,Never,Medium,Clean,No,No,Russia,1,Other,Married,1
L-1,North America,78,High School,Professor,31902.709186497723,No,No,Multiple,Low,Clean,No,No,Mexico,0,Female,Widowed,2
L-1,South America,59,Master,Athlete,59849.891405572285,Yes,No,Once,High,Clean,No,No,Argentina,1,Female,Married,0
F-1,South America,48,Bachelor,Technician,6575.593826730757,Yes,No,Multiple,High,Clean,No,No,Colombia,1,Female,Married,3
O-1,South America,13,Bachelor,Athlete,0.0,Yes,No,Once,Medium,Clean,No,No,Brazil,1,Female,Divorced,2
F-1,Asia,67,Bachelor,Professor,41903.4546984245,Yes,No,Never,Medium,Clean,No,No,Philippines,1,Male,Single,2
B-2,South America,6,High School,Professor,41946.48611786373,Yes,No,Once,Medium,Clean,No,No,Brazil,1,Male,Single,1
B-2,Europe,2,Bachelor,Scientist,28672.666624120804,Yes,No,Once,Low,Clean,No,Yes,UK,1,Male,Married,1
J-1,Europe,26,Master,Athlete,41742.662484363944,Yes,No,Multiple,High,Clean,No,No,Russia,1,Male,Married,1
